phrase_id,original_phrase,paraphrase,approach_name,semantic_similarity,bleu,bert_score,sacre_bleu,temperature,diversity_rate
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9",llms,0.9997172951698303,1.0,0.9995226860046387,1.0,0.0,0
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9",llms,0.9997172951698303,1.0,0.9995226860046387,1.0,0.0,0
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9",llms,0.9997172951698303,1.0,0.9995226860046387,1.0,0.0,0
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9",llms,0.9997172951698303,1.0,0.9995226860046387,1.0,0.0,0
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9",llms,0.9997172951698303,1.0,0.9995226860046387,1.0,0.0,0
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You're provided with two positive integers, l and r. A positive integer is termed beautiful if the product of its digits can be divided by the sum of its digits. Return the count of beautiful integers within the inclusive range [l, r].",llms,0.48764699697494507,0.03696232281539861,0.9634721875190735,0.03288346156477928,0.0,10
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","Given two positive integers, l and r. A positive integer is considered beautiful if the product of its digits is divisible by the total of its digits. Return the number of beautiful integers in the inclusive range [l, r].",llms,0.5138306021690369,0.03516116104785012,0.9673672914505005,0.03235643357038498,0.0,10
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You receive two positive integers, l and r. A positive integer is known as beautiful if the product of its digits is divisible by the sum of its digits. Return the amount of beautiful integers in the inclusive range [l, r].",llms,0.5082623362541199,0.0394087893926717,0.9679077863693237,0.03722619265317917,0.0,10
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","You have two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers within the inclusive range [l, r].",llms,0.543336808681488,0.039456839446093614,0.9681103229522705,0.037209171801805496,0.0,10
3490,"You are given two positive integers, l and r. A positive integer is called beautiful if the product of its digits is divisible by the sum of its digits. Return the number of beautiful integers in the inclusive range [l, r].

Example 1:
Input: l = 1, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12. The product of its digits is 1 * 2 = 2, and the sum is 1 + 2 = 3. Since 2 is divisible by 3, 12 is beautiful.

Example 2:
Input: l = 10, r = 20
Output: 1
Explanation: There is only 1 beautiful number in this range: 12.

Example 3:
Input: l = 1, r = 100
Output: 9
Explanation: The beautiful numbers in this range are: 12, 21, 24, 36, 42, 48, 63, 84, and 96.

Constraints:
1 <= l <= r <= 10^9
","Provided are two positive integers, l and r. A positive integer is beautiful if the product of its digits is divisible by the sum of its digits. Return the count of beautiful integers in the inclusive range [l, r].",llms,0.5377492904663086,0.034661484363218906,0.9658357501029968,0.03274444863200188,0.0,10
